,tweet_author,overall_polarity
1087302220142575616,Andrew Scott,Positive
1087262353815687169,IGpath,Negative
1087262246147891200,IGpath,Negative
1087262150438125570,IGpath,Negative
1087262053260279809,IGpath,Negative
1087214023932809216,Emz🌸,Negative
1087145265142878209,The Oncologist,Negative
1087120309776498688,Brian Barrett,Negative
1087106603046916100,Brian Barrett,Negative
1087098107186372608,Doctors*Overseas,Negative
1087070957418807297,Toby Eyre,Negative
1087036620229042176,CryptoLiveLeak,Negative
1087006486776037376,Cancer Papers,Negative
1086997664489558016,Oncology Board,Negative
1086991995770425344,LymphomaAction,Negative
1086941619079823360,Lymphoma Papers,Negative
1086927313646759937,Nature Reviews Disease Primers,Negative
1086886683218464768,Medivizor,Negative
1086732656803500032,Anthony Mato,Negative
1086714917527244801,日本人向けUSMLE対策bot,Negative
1086701437814493185,MerMer Goodburn 🌈🇪🇺🩸,Negative
1086654268621418497,Cancer Support Community,Negative
1086579641970819078,Henning,Negative
1086566510053769216,Clinical Connection,Negative
1086528362208731138,CLL Ireland,Positive
1086526214918021122,Abelardo Bárez,Negative
1086411677518708737,Oncology Times,Negative
1086402263952834560,Leukaemia Cancer,Negative
1086361702462033920,Research To Practice,Negative
1086342366909423616,"Raul Cordoba, MD, PhD",Negative
1086327378710687744,The Patient's Channel,Negative
1086293414860206081,Leukaemia UK,Negative
1086293411542589440,Loyola Medicine,Negative
1086289995684610048,Andrew Schorr,Negative
1086284626107219968,BSI America,Negative
1086261947073482753,Amphia Ziekenhuis,Negative
1086216857412096006,Lymphoma Papers,Negative
1086031916858515456,Cancer Support Community,Negative
1086020739663347713,Kathleen D. Hoffman,Negative
1086011245227065344,CCTG,Negative
1086005997565554688,"Scot Ackerman, M.D.",Positive
1085996962153938946,The Oncologist,Negative
1085980276763869185,Medivizor,Negative
1085951605655195650,CryptoLiveLeak,Negative
1085918439410003968,CLL Ireland,Negative
1085913014627385346,BMC,Negative
1085912175053598720,Oncology Nursing News,Negative
1085911168328261632,tampapers,Negative
1085910516176846848,BMC,Negative
1085896102178709504,Lymphoma Papers,Negative
1085884766057099265,Patient Power,Negative
1085847450684932096,finnCap,Negative
1085833382116749312,WheelieDealer,Negative
1085824723705942016,🅱🅸🅾🆃🅴🅲🅷,Negative
1085817630907195392,MedZine,Negative
1085814237598044160,Proactive,Negative
1085799232722874369,Medivizor,Negative
1085794937151598592,AIM Alerts!,Negative
1085736491689697285,Talal Hilal 🩺,Negative
1085706606556385280,Michael Hallek,Negative
1085706384291713026,医学英単語bot,Negative
1085665543900852226,The Oncologist,Negative
1085650417202061314,MedPage Today,Negative
1085628152070717443,Oncology Times,Negative
1085597879782264832,VJHemOnc,Negative
1085590051315220480,BSI America,Negative
1085586227183652864,MDedge Hematology & Oncology,Negative
1085570700767682560,Medivizor,Negative
1085523362720477185,Patient Power,Negative
1085521818809585666,Infectious Diseases & Primary Healthcare,Negative
1085492059962789888,CLL Ireland,Negative
1085485497852575744,AplusA World,Negative
1085460656323731456,LymphomaAction,Positive
1085451190530441216,Barbaros Çetin,Negative
1085436658852466689,BloodCancerCure,Negative
1085291804029796353,Oncology Times,Negative
1085239123147931648,Patient Worthy,Negative
1085208373031813121,Medivizor,Negative
1085193148920254464,James Porreca,Negative
1085178573135204353,SGHC,Negative
1085162644200480769,"Amber Koehler, PA-C",Positive
1085115335202742273,Michael Hallek,Negative
1085101481638780928,DRG Epidemiology,Negative
1085097704756338688,Florent Malard,Negative
1085045393858220032,GEDEFO,Negative
1084929424011726849,ASH Clinical News,Negative
1084925723251486722,Kathleen D. Hoffman,Negative
1084903287298629632,ACCC,Negative
1084845757528592384,Cancer News,Negative
1084826215981244416,"Raul Cordoba, MD, PhD",Negative
1084812823279136768,NUH Library Services,Negative
1084791601824780290,Prof John,Negative
1084770825373286403,Sophia Kelly,Negative
1084767259824963584,CLL Ireland,Negative
1084754602350780416,Medivizor,Negative
1084748224035016704,VJHemOnc,Negative
1084679981752635392,Medivizor,Negative
1084616685854674944,Bill Both,Negative
1084588414106779648,CURE Magazine,Negative
1084560341072269312,Jennifer,Negative
1084559523799617538,Mahmoud Aljurf,Negative
1084526529076477954,CellworksLife,Negative
1084505372289835008,VJHemOnc,Negative
1084420105742753792,Concilium Search,Negative
1084404759879139328,CLL Ireland,Negative
1084396356494610432,Alyson J. McGregor,Negative
1084390900585955328,Michael Hallek,Negative
1084382257790533632,CLL Ireland,Negative
1084335988556455936,"Ruth Ann Crystal, MD",Negative
1084230195765223424,Medivizor,Negative
1084169293116235776,COPD News,Negative
1084131652878635009,Wilmot Cancer Institute,Negative
1084107881090301952,Michael Hallek,Negative
1084105802359685123,Dermpath-L,Negative
1084094145117986817,LymphomaAction,Negative
1084067663096307712,Quint Fit,Negative
1084067175361642496,CancerWallonia,Negative
1084066143541870593,CancerWallonia,Negative
1084061358172368896,StressMarq,Negative
1083915412138532866,Medivizor,Negative
1083894444078690304,医学英単語bot,Negative
1083842435292237826,TrialBulletin,Negative
1083837908056985609,BioNews Central,Negative
1083833612880015360,Medivizor,Negative
1083825917439496192,Hematology Advisor,Negative
1083817173506764800,Patient Power,Negative
1083816714872254464,Patient Empowerment Network,Negative
1083816567991947264,Mayo Clinic Labs,Negative
1083747948272537600,Blood Journal,Negative
1083740692663463937,Patient Power,Negative
1083740354329960448,NCI CTEP Clinical Research,Negative
1083733119314874368,ACCC,Positive
1083725500063850497,CLL Ireland,Negative
1083699305175748608,Medivizor,Negative
1083649925789990912,NUH Library Services,Negative
1083559167779106816,Targeted Oncology,Negative
1083524405400162304,Andrew Schorr,Negative
1083513897880092672,Virtute_USMLE,Negative
1083500716713525248,CLL_Fighters🎗,Negative
1083499271402475521,Casey Foster,Negative
1083498979646758912,Targeted Oncology,Negative
1083497528832724992,CLL_Fighters🎗,Negative
1083489415916408833,Cancer Support Community,Negative
1083463832054480896,Medivizor,Negative
1083453742920466437,Ohio State Careers,Negative
1083453717859442693,Oncology Times,Negative
1083453358063656960,CLL Ireland,Negative
1083451415132061700,Patient Empowerment Network,Negative
1083438544184635393,Targeted Oncology,Negative
1083365882989080576,Biology of Sex Differences,Negative
1083319857989500928,Lymphoma Papers,Negative
1083317764574662656,Kathleen D. Hoffman,Negative
1083314618758508545,Alexandra Martínez-Roca. MD.,Negative
1083268475731226625,OncLive.com,Negative
1083213237292797952,Cellero,Negative
1083125596333461504,Cabrillo Pet Hospita,Negative
1083106591711416337,Patient Power,Negative
1083081161985978371,Teresa Martin,Negative
1083047175670714368,Casey Foster,Negative
1083011533884387328,Cancer Papers,Negative
1082986094189256705,MD Anderson Cancer Center,Negative
1082985531884093440,Targeted Oncology,Negative
1082963092743454720,SexGenomics,Negative
1082955910618730496,NK papers,Negative
1082940835656843264,AplusA World,Negative
1082931247188504576,VJHemOnc,Negative
1082834388533080069,Targeted Oncology,Negative
1082804240739897346,Targeted Oncology,Positive
1082780289133395968,Philip McCarthy,Negative
1082773950940225538,CellworksLife,Negative
1082759119004680194,Cégep de Lévis,Negative
1082748881388142592,Mindy Waizer,Negative
1082728984675262467,ACCC,Negative
1082723104571441153,Patient Empowerment Network,Negative
1082718625717465088,Oncology Nursing News,Negative
1082691697920884737,Mukesh P Yadav,Negative
1082664525118222336,OncLive.com,Negative
1082653387810848780,Targeted Oncology,Positive
1082646916356296704,Alliance for Clinical Trials in Oncology,Negative
1082585243436175360,VJHemOnc,Negative
1082381533149831171,Targeted Oncology,Negative
1082351429015257089,VJHemOnc,Negative
1082338219365228544,LymphomaAction,Negative
1082323435911471112,Optum,Negative
1082321372347580416,Casey Foster,Negative
1082295816436568064,CURE Magazine,Negative
1082290778381139968,NCI CTEP Clinical Research,Negative
1082231664733024256,Santhilal Subhash,Negative
1082177614909980672,Kathleen D. Hoffman,Negative
1082022906710974464,"Amber Koehler, PA-C",Negative
1081980680085663748,Toby Eyre,Positive
1081928374417788928,The James,Negative
1081892775082250240,Carmel La Lumiere,Positive
1081864221158264832,VJHemOnc,Negative
1081835536598233088,Clinical Trials,Negative
1081819807836712960,"Raul Cordoba, MD, PhD",Negative
1081660690404909057,Daniel Auclair,Positive
1081659173077741568,Christy2x,Negative
1081657699807449089,CancerWallonia,Negative
1081653171628462080,CancerWallonia,Negative
1081581528080154624,Izaskun Zeberio,Negative
1081546303417536512,Dr. Andy Evens,Positive
1081536094838157313,"Thilo J Zander, MD",Negative
1081523736224980992,Toby Eyre,Negative
1081521100943695873,HealthCentral,Negative
1081475634684198913,"Raul Cordoba, MD, PhD",Negative
1081467100215066629,Lucrecia Yañez,Negative
1081395069092012033,"Ola Landgren, M.D.",Negative
1081341443996872706,Michael Rynne,Positive
1081319279004450817,OncLive SOSS,Negative
1081312786481696768,Jordan Gauthier,Positive
1081311812195442689,The ASCO Post,Negative
1081308345250791427,Andrew Schorr,Negative
1081264362432667653,Patient Power,Negative
1081234233262247936,CancerDotNet,Negative
1081230025335193600,Patient Empowerment Network,Negative
1081219115388411904,ACCC,Negative
1081218726085779456,UpToDate,Negative
1081188504548237313,Robert Z. Orlowski,Negative
1081176545761390594,Vincent Rajkumar,Negative
1081144079507951617,Lymphoma Papers,Negative
1081143986625044481,DRG Epidemiology,Negative
1081029974251966465,AbbVie New Zealand,Negative
1080873352309268480,Shouting at people in my underpants,Positive
1080828919450750976,EurekaMag,Negative
1080826524444606465,RTI Health Solutions,Negative
1080819346337742848,Anna Deveau,Negative
1080818905499791361,"Michael Green, PhD",Negative
1080782999032156160,Lymphoma Papers,Negative
1080759018207887360,Garbiñe Lizeaga,Negative
1080629827210629122,The James,Negative
1080574447621419023,Toby Eyre,Negative
1080572656833974272,FAES@NIH Academic Programs,Negative
1080572317963599872,FAES,Negative
1080569210701533184,Andrew Schorr,Negative
1080568856031178755,Patient Power,Negative
1080562033270185984,NovartisOncTrialsUS,Positive
1080546823834460161,US Oncology Network,Negative
1080501192701153281,TheDayThatChangedMyL,Negative
1080486373646364675,Great Debates in Hematologic Malignancies,Negative
1080471299812716544,OncLive.com,Negative
1080447400265900033,Patient Power,Negative
1080443967932649472,gilbert c faure,Negative
1080320398716219392,Kathleen D. Hoffman,Negative
1080318322451738625,genuinedrugs123,Negative
1080315508170227713,Manan Ja,Negative
1080244795321303040,Expert Perspectives in Oncology,Negative
1080142219112337408,Jeans and Other Men’s Clothing,Negative
1080089849141624834,waves_sniper,Negative
1080074922309779459,COPD News,Negative
1079851198528798721,McHeyzer-Williams,Negative
1079836181918113793,HemOnc Today,Negative
1079799360798507010,Elsevier Med Students,Negative
1079773785593647104,CLL Ireland,Negative
1079772958825107457,The Patient's Channel,Negative
1079727647528226816,VJHemOnc,Negative
1079708760208228352,Expert Perspectives in Oncology,Negative
1079697295019556864,NK papers,Negative
1079618907139465217,AplusA World,Negative
1079413064179634176,CURE Magazine,Negative
1079411399082811393,Sharmaine Fuentes,Negative
1079410205291696128,Kyle Schmanke,Negative
1079410099486183424,Kyle Schmanke,Negative
1079399263820546048,Oncology Times,Negative
1079392420410863616,MD Anderson Cancer Center,Negative
1079252250579496960,uiamalgamated,Negative
1079248250241253377,McHeyzer-Williams,Negative
1079150203318530049,OncLive.com,Negative
1079089878573432833,OncLive.com,Negative
1079089520044318721,Kathleen D. Hoffman,Negative
1079068281695363073,Show Me the Data,Negative
1079059688212365313,Patient Power,Negative
1079032390419394562,"Amber Koehler, PA-C",Negative
1078999217669066753,Targeted Oncology,Negative
1078954780586848256,LymphomaAction,Negative
1078893616989298688,Joe Spencer,Negative
1078802864296939520,Oncology Times,Negative
1078763807118245888,COPD News,Negative
1078735155681021955,Canuto & Cornamenta 🐶🦌,Negative
1078683299281883139,"Amber Koehler, PA-C",Negative
1078667041060589568,Patient Power,Negative
1078652182977806337,ACCC,Negative
1078647773585584128,CLL-seq,Negative
1078639395450834944,Medivizor,Negative
1078629189148921857,Expert Perspectives in Oncology,Negative
1078611015712034816,Michael Hallek,Negative
1078426222823059456,Valley Regional,Negative
1078414650306383872,The Olde Hippie,Negative
1078392576179400704,"CancerNetwork®, Home of the Journal ONCOLOGY®",Negative
1078392055678881792,SwingTradeBot UK,Negative
1078384270245314561,Daniel Roberts,Negative
1078365201051930625,RTI Health Solutions,Negative
1078320527536603138,Cass Regional Med Cr,Negative
1078305862027001858,Patient Power,Negative
1078290418905669633,netReturns Demo,Negative
1078290398236164096,Medina Regional Hosp,Negative
1078290397019889665,CGH Medical Center,Negative
1078251660181491713,Expert Perspectives in Oncology,Negative
1078224840258138112,Medivizor,Negative
1078220826078396416,Al McGreggor,Negative
1078125966411657218,Medivizor,Negative
1078112183060439040,StressMarq,Negative
1078088992879448064,Leukemia & Lymphoma Society Research,Negative
1078064670181941250,Medscape Education,Negative
1078025195783442438,Expert Perspectives in Oncology,Negative
1078019620500578305,shira lev,Negative
1078012313486139392,"Raul Cordoba, MD, PhD",Negative
1077972442486849538,Patient Power,Positive
1077971065140379648,Blood Advances,Negative
1077966064917585920,Cancer Health,Negative
1077828936602738688,Kathleen D. Hoffman,Negative
1077747845220823040,epigenetics_papers,Negative
1077655304123355136,Expert Perspectives in Oncology,Negative
1077635111271710720,Hematology Advisor,Positive
1077512411513524224,Living Safely,Negative
1077443826833272832,日本人向けUSMLE対策bot,Negative
1077290565585256449,Brian Barrett,Negative
1077274059065516032,Brian Barrett,Negative
1077193175591202816,Mayo Clinic,Negative
1077190942732500992,The Patient's Channel,Negative
1077189407889711104,Hepatitis E,Positive
1077179618573119490,Expert Perspectives in Oncology,Negative
1077166245231845376,Chirurgia Senologica,Negative
1077129083371155457,Bruce Samuelson,Negative
1077046541817466880,ALI ALAHMARI.,Negative
1076952766826856448,Pastel BioScience,Negative
1076948460065181697,CLL Ireland,Negative
1076920051981340673,Medivizor,Negative
1076753415416406016,CLL Ireland,Negative
1076555419840069632,Carmel La Lumiere,Negative
1076521256688730117,"Book-keeping, Tax Service | A&C Accounting And Tax",Negative
1076511463261564929,The Patient's Channel,Negative
1076486645044731904,Philip McCarthy,Negative
1076474962347786240,VJHemOnc,Negative
1076474240520634368,kevin hankins,Negative
1076432018790068231,Kathleen D. Hoffman,Negative
1076422747339870208,ALI ALAHMARI.,Negative
1076392104434286592,Medivizor,Negative
1076367858916122625,"Raul Cordoba, MD, PhD",Negative
